city,aqi,pm25,pm10,o3,no2,so2,co,temperature,humidity,pressure,wind_speed,timestamp,hour,day,month,day_of_week,is_weekend,aqi_lag_1,aqi_lag_3,aqi_lag_6,aqi_lag_24,aqi_rolling_mean_6,aqi_rolling_std_6,aqi_rolling_mean_24,aqi_change_rate,target_aqi_72h,weather
Lahore,167,125.60937824058124,90.01889748572032,10.53350635030814,22.79882781529184,4.181990236166483,1.222510148434266,15.207840679777243,88.21410374568123,1007.6500602391798,2.200606001924857,2026-05-10 13:15:26.999717,13.0,10.0,5.0,6.0,1.0,173.0,179.0,139.0,211.0,164.16666666666666,12.765839833973669,141.25,-6.0,173.0,
Lahore,215,174.31086333040972,129.23746734125822,41.13706381887388,26.64997270065953,4.5308079317826735,3.5453151440594897,37.411765049286046,86.60995378223562,1010.2486252288226,8.528488342431327,2026-05-10 14:15:26.999717,14.0,10.0,5.0,6.0,1.0,167.0,164.0,160.0,193.0,173.33333333333334,23.988886315681032,142.16666666666666,48.0,162.0,
Lahore,174,149.3215481164343,103.1546407767348,30.64196988794532,75.34908990946228,18.23974179246595,2.936455144744302,34.011303564275735,59.01902275056811,1005.2634356826684,1.860716656948961,2026-05-10 15:15:26.999717,15.0,10.0,5.0,6.0,1.0,215.0,173.0,142.0,165.0,178.66666666666666,18.57597014065937,142.54166666666666,-41.0,171.0,
Lahore,147,110.78412997703596,79.83553049344214,52.99272451675608,66.92535844846086,11.001786051022316,0.5830965720195618,32.8693908213088,89.70310519650035,992.7720152149622,6.481121053172574,2026-05-10 16:15:26.999717,16.0,10.0,5.0,6.0,1.0,174.0,167.0,179.0,179.0,173.33333333333334,22.615628814310444,141.20833333333334,-27.0,177.0,
Lahore,178,143.34853083805197,108.82106432638666,22.590735100456584,57.334777479689286,2.012269913120169,0.7788876619528371,16.85707775783679,70.4192598469346,1007.0645418035604,0.9673354615946108,2026-05-10 17:15:26.999717,17.0,10.0,5.0,6.0,1.0,147.0,215.0,164.0,152.0,175.66666666666666,22.178067243713297,142.29166666666666,31.0,199.0,
Lahore,129,99.89008911101696,80.9793637234548,59.051474455753805,11.16749161329504,16.707603727158542,4.496361720164623,24.775507954657268,34.13145225645249,1014.604416072372,9.201341094398918,2026-05-10 18:15:26.999717,18.0,10.0,5.0,6.0,1.0,178.0,174.0,173.0,144.0,168.33333333333334,29.35075240375737,141.66666666666666,-49.0,157.0,
Lahore,150,122.12943603096518,91.13517239432444,40.68539847718736,36.369806067693176,12.24750789088956,4.409918579927238,40.25532103978523,37.06309194495764,1012.6396146149352,7.019053136697956,2026-05-10 19:15:26.999717,19.0,10.0,5.0,6.0,1.0,129.0,147.0,167.0,150.0,165.5,30.31006433513467,141.66666666666666,21.0,151.0,
Lahore,98,78.49573888707877,57.17965912395515,49.676870111441545,46.94764040576203,3.9312182787805368,2.107719148982203,38.28990951621682,84.96665063217827,1011.7917227317378,1.0340003208169803,2026-05-10 20:15:26.999717,20.0,10.0,5.0,6.0,1.0,150.0,178.0,215.0,99.0,146.0,29.725410005582827,141.625,-52.0,136.0,
Lahore,104,79.99256545477846,65.35721075875928,14.279977641138416,19.05584659878327,24.255691375423496,4.509727776187406,22.709659322477403,67.80313212897771,997.5542538339586,10.183034270400066,2026-05-10 21:15:26.999717,21.0,10.0,5.0,6.0,1.0,98.0,129.0,174.0,96.0,134.33333333333334,30.26989703759613,141.95833333333334,6.0,92.0,
Lahore,129,105.63936142435536,80.80110180238344,19.17289423794325,38.61699365811684,27.53722619308537,3.1715378347905583,19.240589870676743,80.59101759944107,1008.76970441135,6.564223377320424,2026-05-10 22:15:26.999717,22.0,10.0,5.0,6.0,1.0,104.0,150.0,147.0,114.0,131.33333333333334,29.64905844485911,142.58333333333334,25.0,124.0,
Lahore,136,117.82174054893372,83.13701784859843,47.92018365171016,50.07694081165175,22.94122408640977,4.126575411585058,27.125374843551583,83.89617897803066,1011.2775861491286,11.059107720159815,2026-05-10 23:15:26.999717,23.0,10.0,5.0,6.0,1.0,129.0,98.0,178.0,101.0,124.33333333333331,19.72477291800015,144.04166666666666,7.0,122.0,
Lahore,123,97.44548104136352,69.6769387478262,11.09932610196618,29.553251008654943,24.85024699047204,2.423439820220964,24.607420224026843,56.876520676943166,1006.9581551157816,10.99948048413735,2026-05-11 00:15:26.999717,0.0,11.0,5.0,0.0,0.0,136.0,104.0,129.0,126.0,123.33333333333331,19.592515577808587,143.91666666666666,-13.0,169.0,
Lahore,118,97.99878971074092,72.1830038275559,50.84389929468914,63.57086142128654,7.278226450717404,1.0102924730520892,33.42011217106176,32.911557094601584,996.2640439141996,11.046093473838988,2026-05-11 01:15:26.999717,1.0,11.0,5.0,0.0,0.0,123.0,129.0,150.0,102.0,118.0,14.601369798755387,144.58333333333334,-5.0,116.0,
Lahore,117,87.13363521064419,76.1774032541274,10.697450934595572,68.03371862291041,8.64361557663943,2.451771781907073,41.09373987227663,41.29682093383932,1013.845849296874,0.9334224024056156,2026-05-11 02:15:26.999717,2.0,11.0,5.0,0.0,0.0,118.0,136.0,98.0,95.0,121.16666666666669,11.01665405949885,145.5,-1.0,129.0,
Lahore,98,73.61781811590996,55.81685470694135,42.85594195306366,29.270710207555307,7.0472986686764445,2.5578490909860405,24.80103914952916,33.994316838146105,1001.2704852864669,1.4514931410542813,2026-05-11 03:15:26.999717,3.0,11.0,5.0,0.0,0.0,117.0,123.0,104.0,157.0,120.16666666666669,12.983322635853757,143.04166666666666,-19.0,127.0,
Lahore,120,98.36203138940188,82.48969669566216,28.25469601159029,67.8992865869343,23.18683950960136,2.9792488722827137,16.680052661610535,41.32439074191044,993.245138966647,11.852469716594374,2026-05-11 04:15:26.999717,4.0,11.0,5.0,0.0,0.0,98.0,118.0,129.0,129.0,118.66666666666669,12.258330500793026,142.66666666666666,22.0,111.0,
Lahore,132,113.02058014267983,76.57184533007307,40.57474263595996,12.768242457726126,28.48959528910041,0.975122208069926,39.2355782252444,54.631975587352606,992.7444473764348,5.851209856784472,2026-05-11 05:15:26.999717,5.0,11.0,5.0,0.0,0.0,120.0,117.0,136.0,143.0,118.0,11.189280584559755,142.20833333333334,12.0,164.0,
Lahore,171,138.5780667439283,102.76203506670068,44.80157034945569,67.82968239669923,21.78827899528317,4.961308383723251,16.02464271647651,37.09180863089912,1006.187974682476,2.858568633949772,2026-05-11 06:15:26.999717,6.0,11.0,5.0,0.0,0.0,132.0,98.0,123.0,121.0,126.0,24.60081299469604,144.29166666666666,39.0,165.0,
Lahore,156,123.23470984738424,90.23757201996833,27.12376095931521,16.456282375071247,26.562536181507124,1.5986156936310785,40.72467922314,40.0039948683206,1000.9427411604184,9.235973861983895,2026-05-11 07:15:26.999717,7.0,11.0,5.0,0.0,0.0,171.0,120.0,118.0,139.0,132.33333333333334,26.91220293225124,145.0,-15.0,165.0,
Lahore,122,97.59645702711678,74.3163541796013,15.398122405541775,11.219536438229454,19.522273751612005,1.393485815916918,32.943644556244074,56.749306924300754,992.362096879474,3.171422654549784,2026-05-11 08:15:26.999717,8.0,11.0,5.0,0.0,0.0,156.0,132.0,117.0,160.0,133.16666666666666,26.41527335968099,143.41666666666666,-34.0,139.0,
Lahore,172,131.3479613301514,94.48889153682364,13.482293387413282,53.13315533307584,12.242137116205171,2.8706131348517143,40.42560862793263,50.41025702330937,1008.5091143039024,8.726588256223708,2026-05-11 09:15:26.999717,9.0,11.0,5.0,0.0,0.0,122.0,171.0,98.0,142.0,145.5,23.864199127563555,144.66666666666666,50.0,193.0,
Lahore,164,134.22257663177686,95.66979100591638,39.44680112812739,40.39530243164708,13.34708683297885,2.917436807276999,20.390811539522414,58.05948745128246,1009.9831291814656,10.047429334197131,2026-05-11 10:15:26.999717,10.0,11.0,5.0,0.0,0.0,172.0,156.0,120.0,179.0,152.83333333333334,21.05627380774367,144.04166666666666,-8.0,143.0,
Lahore,163,134.81166531161705,92.33939399825717,36.032767686705576,73.09179503096246,3.18432153285474,2.4791933202496,16.098894471852805,55.75032166554372,1008.1353907696612,9.411160527543368,2026-05-11 11:15:26.999717,11.0,11.0,5.0,0.0,0.0,164.0,122.0,132.0,164.0,158.0,18.5795586599899,144.0,-1.0,188.0,
Lahore,191,150.5395483358346,115.27669173946146,47.11005045605663,32.23918970681369,1.9122586621347564,3.973514658463645,28.18166941346528,68.66868155879301,995.0565219421004,3.2885736983752247,2026-05-11 12:15:26.999717,12.0,11.0,5.0,0.0,0.0,163.0,172.0,171.0,173.0,161.33333333333334,22.7126983572334,144.75,28.0,223.0,
Lahore,200,157.6497892612025,124.97223687754452,35.486775500196856,26.536419757822152,21.168792521483244,2.8249448032787123,27.166832193393383,86.23137293255127,1007.2443863999016,4.819422888950845,2026-05-11 13:15:26.999717,13.0,11.0,5.0,0.0,0.0,191.0,164.0,156.0,167.0,168.66666666666666,27.28858125052808,146.125,9.0,160.0,
Lahore,196,158.12939114826025,120.83003093557276,31.12228950154396,42.55511796081488,13.714437868324238,3.2436295481524287,23.95029137788184,36.47186030665455,990.2680700723596,4.959012038799316,2026-05-11 14:15:26.999717,14.0,11.0,5.0,0.0,0.0,200.0,163.0,122.0,215.0,181.0,16.61324772583633,145.33333333333334,-4.0,166.0,
Lahore,157,123.41640131979705,82.34170319570555,29.904358911811546,39.1959639326496,17.014236973584257,3.7568587343350353,40.85672480849483,35.95560895855169,997.6278034919602,5.895275017253661,2026-05-11 15:15:26.999717,15.0,11.0,5.0,0.0,0.0,196.0,191.0,172.0,174.0,178.5,19.17028951268097,144.625,-39.0,176.0,
Lahore,162,129.2693369268709,107.4103482646394,11.322345129883374,30.83210346628912,17.172176181050073,0.6126129570373997,37.20976076835867,81.16836666545412,999.9705382851886,2.0084742184816324,2026-05-11 16:15:26.999717,16.0,11.0,5.0,0.0,0.0,157.0,200.0,164.0,147.0,178.16666666666666,19.4876028968848,145.25,5.0,158.0,
Lahore,168,144.8986089458326,102.27639970310436,26.777860084832856,57.030597402374646,9.04389858666574,3.067898821452701,32.86271457714102,60.383802279147545,1010.8811737221376,5.429640604972109,2026-05-11 17:15:26.999717,17.0,11.0,5.0,0.0,0.0,162.0,196.0,163.0,178.0,179.0,18.804254837669216,144.83333333333334,6.0,130.0,
Lahore,173,137.16487149627002,99.917504297535,58.80100787622471,61.96713754354312,14.80088281405523,4.478875120527661,19.397173874221348,75.98430141410654,999.7598593267352,6.1293958861857565,2026-05-11 18:15:26.999717,18.0,11.0,5.0,0.0,0.0,168.0,157.0,191.0,129.0,176.0,17.92205345377605,146.66666666666666,5.0,155.0,
Lahore,136,107.0082992398939,82.3856395949547,53.67777881135444,68.97379767726025,14.652046428363366,0.5782493431644526,34.82673202190017,42.92531421643689,990.281736154735,6.380507958972629,2026-05-11 19:15:26.999717,19.0,11.0,5.0,0.0,0.0,173.0,162.0,200.0,150.0,165.33333333333334,19.73490984693552,146.08333333333334,-37.0,124.0,
Lahore,134,103.9622909718242,81.28094911251345,26.468903351710885,77.96424535327571,12.264389415607852,2.3233194671043247,34.629336276892545,79.73175439005311,998.8086602957004,9.838805159813498,2026-05-11 20:15:26.999717,20.0,11.0,5.0,0.0,0.0,136.0,168.0,196.0,98.0,155.0,16.4195006014192,147.58333333333334,-2.0,147.0,
Lahore,108,90.12095985749968,61.465756415242176,39.38977025331861,24.999214409937835,24.799586118631044,4.668023525926235,26.4768406876322,85.43079745156176,1002.4731024589822,6.208013981753942,2026-05-11 21:15:26.999717,21.0,11.0,5.0,0.0,0.0,134.0,173.0,157.0,104.0,146.83333333333334,25.11108652899496,147.75,-26.0,112.0,
Lahore,101,79.8938791339095,61.58958333671037,52.3648372767747,58.70701118674712,14.083756106940282,2.08919481027142,39.96921956227837,68.12898093278929,1013.7251196668192,2.7694070701641023,2026-05-11 22:15:26.999717,22.0,11.0,5.0,0.0,0.0,108.0,136.0,162.0,129.0,136.66666666666666,29.67602848540673,146.58333333333334,-7.0,156.0,
Lahore,137,106.35313480839288,79.16263856189846,32.063716837503435,34.569367662180895,18.50569121067365,2.564279708901084,19.50840282018328,36.352741288428135,1013.5258575947386,7.957544858930246,2026-05-11 23:15:26.999717,23.0,11.0,5.0,0.0,0.0,101.0,134.0,168.0,136.0,131.5,25.5401644473955,146.625,36.0,106.0,
Lahore,147,124.20652016136506,86.17819003654989,10.897893187507549,55.78114789633311,26.970083491043955,4.916936268699407,22.21811418511493,83.71768884938032,994.5218509555352,9.5677697290395,2026-05-12 00:15:26.999717,0.0,12.0,5.0,1.0,0.0,137.0,108.0,173.0,123.0,127.16666666666669,18.258331431614213,147.625,10.0,113.0,
Lahore,119,102.2980150225682,67.96860432122457,13.725523090932004,40.69862677619152,26.120775062908752,1.3969573652775822,16.707057159767107,77.54926364220428,994.6286635434864,3.832459997259141,2026-05-12 01:15:26.999717,1.0,12.0,5.0,1.0,0.0,147.0,101.0,136.0,118.0,124.33333333333331,17.929491533969145,147.66666666666666,-28.0,136.0,
Lahore,143,111.39788217130648,78.63664355130173,35.51963606743533,79.53298270759487,26.82224390959579,0.7936483510625267,36.47717587079487,75.05266659086939,994.0845364116136,7.743671148211263,2026-05-12 02:15:26.999717,2.0,12.0,5.0,1.0,0.0,119.0,137.0,134.0,117.0,125.83333333333331,19.22931789395223,148.75,24.0,98.0,
Lahore,135,98.66730024319692,81.72918235107691,58.47196878379392,59.66766018430624,8.830144897485404,4.3674016588758695,31.787503424575725,32.203691334354936,1009.7230483103526,1.7632559513521515,2026-05-12 03:15:26.999717,3.0,12.0,5.0,1.0,0.0,143.0,147.0,108.0,98.0,130.33333333333334,17.281975195754445,150.29166666666666,-8.0,132.0,
Lahore,121,101.83756844918462,75.52649718258168,44.66047711094339,76.43684753257433,2.014492160933822,4.408094035455658,23.503388253393737,77.93775151541827,990.1505510092102,4.103115654936769,2026-05-12 04:15:26.999717,4.0,12.0,5.0,1.0,0.0,135.0,119.0,101.0,120.0,133.66666666666666,11.430952132988413,150.33333333333334,-14.0,160.0,
Lahore,149,115.77685087119998,91.97441798038186,13.545809571928476,67.62271621108893,8.570937196964547,2.624350256060059,19.422968917046514,38.277060628101424,993.1794299547968,10.91068715459561,2026-05-12 05:15:26.999717,5.0,12.0,5.0,1.0,0.0,121.0,143.0,137.0,132.0,135.66666666666666,13.063945294843844,151.04166666666666,28.0,109.0,
Lahore,180,147.95312799581384,112.09962626317618,19.46804378959314,72.71757583725282,9.082513023000551,2.8139322851477884,16.08398979077599,43.3431705718133,1003.4489907911023,10.93569795795085,2026-05-12 06:15:26.999717,6.0,12.0,5.0,1.0,0.0,149.0,135.0,147.0,171.0,141.16666666666666,22.40014880902968,151.41666666666666,31.0,153.0,
Lahore,149,109.34948091144082,91.02170105007433,48.5661571608425,66.08143979110062,27.37144947502407,4.261128663280262,19.502130352900288,64.62809009215545,996.1890516721692,6.903894944916764,2026-05-12 07:15:26.999717,7.0,12.0,5.0,1.0,0.0,180.0,121.0,119.0,156.0,146.16666666666666,19.64094362974128,151.125,-31.0,155.0,
Lahore,189,155.66298669149657,110.73637250891548,52.07198799781224,39.43693477819336,19.82803925230115,3.823517741521078,27.238685451116773,45.89884637501298,992.3089114559816,8.42821753038128,2026-05-12 08:15:26.999717,8.0,12.0,5.0,1.0,0.0,149.0,149.0,143.0,122.0,153.83333333333334,26.08000511247411,153.91666666666666,40.0,173.0,
Lahore,113,84.3441403535961,71.99831932215594,40.884729309429545,23.884134001016328,3.369414828464634,1.693170509976548,21.673778163286364,69.68089237871519,998.9969503083458,10.248184982471296,2026-05-12 09:15:26.999717,9.0,12.0,5.0,1.0,0.0,189.0,180.0,135.0,172.0,150.16666666666666,30.43955759643486,151.45833333333334,-76.0,140.0,
Lahore,188,154.05382059533264,106.01241230079032,42.22115848149083,32.77401315878917,4.925979284321933,0.576020097821833,21.9925187906631,66.4842268619449,996.8551901265062,11.50263822375152,2026-05-12 10:15:26.999717,10.0,12.0,5.0,1.0,0.0,113.0,149.0,121.0,164.0,161.33333333333334,29.88422103161929,152.45833333333334,75.0,145.0,
Lahore,178,142.47136533918217,102.2966430874376,11.416872519169232,6.517717447996283,5.514607640717287,2.658650731400956,38.64056190002829,36.48897588079576,1002.7776076628572,5.878637283477234,2026-05-12 11:15:26.999717,11.0,12.0,5.0,1.0,0.0,188.0,189.0,149.0,163.0,166.16666666666666,29.835660989270504,153.08333333333334,-10.0,187.0,
Lahore,173,133.63030290301677,98.97899964288378,51.42651297907543,44.29948755985004,19.28223069689877,4.365105467430386,28.90871718344972,69.36087477549037,1014.4808398457548,6.738908839512412,2026-05-12 12:15:26.999717,12.0,12.0,5.0,1.0,0.0,178.0,113.0,180.0,191.0,165.0,29.318935860634696,152.33333333333334,-5.0,185.0,
Lahore,181,142.7648184353661,114.00028029569654,49.413760408541485,42.87933502028065,22.32700673970309,4.53125604510573,34.689803274467195,85.43729458949579,993.107615920373,4.987698799773963,2026-05-12 13:15:26.999717,13.0,12.0,5.0,1.0,0.0,173.0,188.0,149.0,200.0,170.33333333333334,28.730935708164445,151.54166666666666,8.0,184.0,
Lahore,138,113.83159228478353,87.51394257070038,22.95175720516736,44.393784862286616,25.92967340639649,4.803017886842692,15.964195623759863,39.66659431114999,999.3181676208524,0.863783244677145,2026-05-12 14:15:26.999717,14.0,12.0,5.0,1.0,0.0,181.0,178.0,189.0,196.0,161.83333333333334,29.633877010385888,149.125,-43.0,185.0,
Lahore,170,136.52947226557615,104.43652618522498,45.43383599827535,78.05234187290479,28.27845997338105,4.458034569257515,24.859410603306777,65.82372125657324,1013.299625446812,5.073641669385822,2026-05-12 15:15:26.999717,15.0,12.0,5.0,1.0,0.0,138.0,173.0,113.0,157.0,171.33333333333334,17.500476183997932,149.66666666666666,32.0,160.0,
